dt,temp_median,temp_min,temp_max,humidity_median,humidity_min,humidity_max,precipitation_median,precipitation_min,precipitation_max,wind_speed_median,wind_speed_min,wind_speed_max,monthly_temp_avg,monthly_humidity_avg,monthly_precipitation_avg,precipitation_type,precipitation_monthly_mode,wind_strength
2022-08-31,288.15,279.15,295.15,87.0,40,100,0,0,3.0,2.1,0.5,7.2,289.24838709677414,79.09677419354838,0.0,medium,medium,Gentle Breeze
2022-09-01,287.89,277.64,297.04,82.0,42,100,0,0,0.9,2.57,0.5,7.7,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-09-02,286.15,276.46,294.15,87.0,41,100,0,0,3.0,2.49,0.5,7.2,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-03,286.29,274.44,294.15,86.5,42,100,0,0,3.0,2.49,0.5,7.7,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-04,286.52,275.69,294.15,85.5,44,100,0,0,3.0,2.57,0.5,10.8,285.15099999999995,85.7,0.0,medium,medium,Fresh Breeze
2022-09-05,286.15,273.44,293.15,82.0,44,100,0,0,0.9,2.88,0.5,8.2,285.15099999999995,85.7,0.0,light,medium,Moderate Breeze
2022-09-06,286.15,274.44,293.15,83.0,44,100,0,0,3.0,2.1,0.5,6.7,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-07,286.26,276.44,298.15,82.0,47,100,0,0,3.0,2.6,0.0,7.2,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-08,286.0,274.81,297.15,87.0,40,100,0,0,3.0,2.33,0.0,6.2,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-09,287.33,275.79,294.93,93.0,40,100,0,0,0.9,2.1,0.5,7.86,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-09-10,288.15,275.44,296.6,87.0,44,100,0,0,0.9,2.6,0.0,9.3,285.15099999999995,85.7,0.0,light,medium,Moderate Breeze
2022-09-11,288.14,278.15,294.82,87.0,38,100,0,0,3.0,2.1,0.0,7.7,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-12,287.15,276.44,293.9,87.0,36,100,0,0,3.0,3.1,0.0,10.3,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-13,285.9,277.15,294.15,76.0,35,100,0,0,3.0,2.68,0.5,9.8,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-14,285.08,278.44,293.26,82.0,45,100,0,0,0.9,2.6,0.5,7.2,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-09-15,284.89,276.59,294.15,87.0,48,100,0,0,3.0,2.6,0.5,9.3,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-16,284.97,276.15,291.49,87.0,44,100,0,0,3.0,2.66,0.5,8.75,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-17,284.15,275.15,291.15,87.0,50,100,0,0,3.0,2.6,0.5,8.2,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-18,284.55,273.15,290.15,87.0,47,100,0,0,3.0,2.6,0.5,8.2,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-19,284.0,272.21,292.15,87.0,50,100,0,0,3.0,3.09,0.5,8.7,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-20,283.83,271.76,291.15,87.0,51,100,0,0,3.0,2.57,0.5,12.52,285.15099999999995,85.7,0.0,medium,medium,Fresh Breeze
2022-09-21,285.15,270.44,296.15,82.0,49,100,0,0,3.0,2.13,0.51,10.3,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-22,284.15,271.44,294.72,84.0,46,100,0,0,0.9,3.1,0.0,11.3,285.15099999999995,85.7,0.0,light,medium,Fresh Breeze
2022-09-23,283.15,272.33,291.15,86.0,35,100,0,0,3.0,3.1,0.5,9.7,285.15099999999995,85.7,0.0,medium,medium,Moderate Breeze
2022-09-24,281.49,273.39,293.49,88.0,46,100,0,0,0.9,2.6,0.5,6.69,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-09-25,283.14,270.72,292.19,87.0,37,100,0,0,3.0,2.57,0.5,7.7,285.15099999999995,85.7,0.0,medium,medium,Gentle Breeze
2022-09-26,283.79,270.4,295.24,87.0,45,100,0,0,0.9,2.94,0.0,10.3,285.15099999999995,85.7,0.0,light,medium,Moderate Breeze
2022-09-27,284.15,272.84,296.02,87.0,46,100,0,0,0.9,3.09,0.5,8.7,285.15099999999995,85.7,0.0,light,medium,Moderate Breeze
2022-09-28,283.6,272.15,292.1,87.0,51,100,0,0,0.9,3.1,0.5,6.17,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-09-29,283.21,271.15,290.35,92.0,49,100,0,0,0.9,2.6,0.5,7.7,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-09-30,283.15,273.98,290.15,82.0,41,100,0,0,0.9,3.1,0.5,7.72,285.15099999999995,85.7,0.0,light,medium,Gentle Breeze
2022-10-01,282.15,270.51,289.04,82.0,54,100,0,0,0.9,3.1,0.5,8.2,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-02,282.16,271.04,290.28,87.0,50,100,0,0,0.9,3.09,0.0,9.8,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-03,281.89,274.81,289.38,87.0,54,100,0,0,3.0,3.1,0.5,8.2,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-04,281.18,271.15,288.71,87.0,50,100,0,0,0.9,2.73,0.5,9.8,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-05,281.15,270.97,288.99,87.0,48,100,0,0,3.0,3.1,0.5,8.7,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-06,281.15,269.15,288.31,86.0,48,100,0,0,3.0,3.6,0.5,8.87,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-07,280.45,268.15,287.2,83.0,39,100,0,0,3.0,3.6,0.5,9.8,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-08,281.15,267.15,286.91,90.0,45,100,0,0,0.9,3.6,0.5,9.3,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-09,281.72,265.15,286.15,93.0,52,100,0,0,0.9,2.61,0.5,9.3,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-10,282.18,266.15,289.15,92.0,48,100,0,0,0.9,3.02,0.5,8.05,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-11,281.46,267.15,287.12,92.0,46,100,0,0,3.0,2.6,0.5,10.29,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-12,280.56,268.65,287.15,93.0,21,100,0,0,3.0,2.1,0.5,10.8,279.4735483870968,89.53225806451613,0.0,medium,light,Fresh Breeze
2022-10-13,279.91,267.8,288.15,92.0,38,100,0,0,3.0,2.1,0.0,6.71,279.4735483870968,89.53225806451613,0.0,medium,light,Gentle Breeze
2022-10-14,279.87,267.36,290.15,88.0,34,100,0,0,0.9,2.52,0.0,10.8,279.4735483870968,89.53225806451613,0.0,light,light,Fresh Breeze
2022-10-15,278.94,269.66,289.15,87.0,57,100,0,0,0.9,3.09,0.5,10.29,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-16,278.22,267.85,288.15,87.0,31,100,0,0,0.9,2.63,0.5,9.26,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-17,278.52,268.1,287.15,91.0,61,100,0,0,0.9,2.6,0.0,9.77,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-18,278.47,266.97,286.15,87.0,60,100,0,0,3.0,2.67,0.5,6.2,279.4735483870968,89.53225806451613,0.0,medium,light,Gentle Breeze
2022-10-19,278.0,269.65,284.6,92.0,53,100,0,0,3.0,2.65,0.0,7.2,279.4735483870968,89.53225806451613,0.0,medium,light,Gentle Breeze
2022-10-20,278.15,267.91,286.02,92.0,26,100,0,0,0.9,2.6,0.5,6.71,279.4735483870968,89.53225806451613,0.0,light,light,Gentle Breeze
2022-10-21,277.53,266.15,285.15,90.5,48,100,0,0,3.0,2.92,0.5,8.2,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-22,277.53,266.15,285.15,92.0,60,100,0,0,3.0,3.6,0.5,11.32,279.4735483870968,89.53225806451613,0.0,medium,light,Fresh Breeze
2022-10-23,277.11,268.52,285.15,93.0,55,100,0,0,0.9,3.1,0.0,7.2,279.4735483870968,89.53225806451613,0.0,light,light,Gentle Breeze
2022-10-24,277.13,266.15,285.08,87.0,56,100,0,0,0.9,3.1,0.5,7.2,279.4735483870968,89.53225806451613,0.0,light,light,Gentle Breeze
2022-10-25,278.21,272.08,284.7,91.0,57,100,0,0,0.9,4.12,0.5,9.26,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-26,279.17,270.83,284.95,93.0,55,100,0,0,3.0,3.09,0.0,9.3,279.4735483870968,89.53225806451613,0.0,medium,light,Moderate Breeze
2022-10-27,278.94,268.15,286.21,93.0,56,100,0,0,0.9,3.13,0.5,8.2,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-28,278.15,265.15,286.34,92.0,56,100,0,0,3.0,2.64,0.45,6.7,279.4735483870968,89.53225806451613,0.0,medium,light,Gentle Breeze
2022-10-29,278.21,265.44,286.1,91.0,54,100,0,0,0.9,3.6,0.0,8.23,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-10-30,276.65,265.57,283.1,87.0,42,100,0,0,0.9,2.71,0.0,11.3,279.4735483870968,89.53225806451613,0.0,light,light,Fresh Breeze
2022-10-31,277.77,269.41,284.15,91.0,59,100,0,0,0.9,3.1,0.5,8.2,279.4735483870968,89.53225806451613,0.0,light,light,Moderate Breeze
2022-11-01,277.28,270.3,285.94,93.0,64,100,0,0,0.9,3.1,0.5,7.2,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-02,279.34,271.15,286.02,93.0,65,100,0,0,0.9,3.76,0.5,10.3,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-03,279.38,271.15,285.86,93.0,60,100,0,0,0.9,3.1,0.5,8.7,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-04,280.06,263.15,285.15,93.0,59,100,0,0,3.0,3.1,0.0,8.94,276.3206666666666,92.63333333333334,0.0,medium,light,Moderate Breeze
2022-11-05,278.39,261.15,282.31,92.0,45,100,0,0,3.0,3.35,0.5,9.8,276.3206666666666,92.63333333333334,0.0,medium,light,Moderate Breeze
2022-11-06,278.33,265.15,286.75,92.0,46,100,0,0,0.9,3.25,0.5,7.2,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-07,276.54,265.15,282.94,93.0,63,100,0,0,0.9,2.85,0.5,7.7,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-08,276.59,266.15,282.26,93.0,30,100,0,0,0.9,2.6,0.0,10.8,276.3206666666666,92.63333333333334,0.0,light,light,Fresh Breeze
2022-11-09,278.15,262.15,283.36,93.0,63,100,0,0,0.9,3.09,0.0,8.23,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-10,278.15,265.15,283.11,93.0,59,100,0,0,0.9,3.1,0.0,7.87,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-11,278.11,261.15,285.77,93.0,63,100,0,0,3.0,2.6,0.45,8.75,276.3206666666666,92.63333333333334,0.0,medium,light,Moderate Breeze
2022-11-12,277.82,266.15,286.89,93.0,54,100,0,0,0.9,3.6,0.5,9.26,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-13,276.61,272.15,282.23,93.0,63,100,0,0,3.0,2.6,0.0,8.7,276.3206666666666,92.63333333333334,0.0,medium,light,Moderate Breeze
2022-11-14,276.1,268.15,281.15,93.0,56,100,0,0,0.9,2.58,0.0,6.7,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-15,276.28,267.44,282.15,93.0,63,100,0,0,0.9,3.1,0.5,7.72,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-16,276.15,267.1,283.15,93.0,63,100,0,0,0.9,3.81,0.5,7.7,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-17,278.15,265.24,281.75,90.0,45,100,0,0,0.9,3.6,0.5,11.8,276.3206666666666,92.63333333333334,0.0,light,light,Fresh Breeze
2022-11-18,277.15,267.62,283.89,93.0,63,100,0,0,3.0,2.6,0.0,8.2,276.3206666666666,92.63333333333334,0.0,medium,light,Moderate Breeze
2022-11-19,276.11,263.55,283.55,93.0,63,100,0,0,0.9,2.76,0.5,13.9,276.3206666666666,92.63333333333334,0.0,light,light,Strong Breeze
2022-11-20,274.15,269.28,281.19,93.0,63,100,0,0,0.3,2.6,0.5,7.72,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-21,273.15,264.81,281.15,92.0,63,100,0,0,0.9,3.1,0.5,8.7,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-22,273.78,265.44,280.15,92.0,63,100,0,0,0.9,3.1,0.5,9.77,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-23,274.29,265.15,279.15,93.0,63,100,0,0,0.9,3.1,0.5,7.7,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-24,275.15,264.15,281.15,93.0,59,100,0,0,0.9,2.6,0.0,8.2,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-25,274.15,261.44,281.15,93.0,63,100,0,0,0.9,2.59,0.5,7.2,276.3206666666666,92.63333333333334,0.0,light,light,Gentle Breeze
2022-11-26,274.47,259.44,281.15,93.0,31,100,0,0,0.9,2.1,0.45,8.2,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-27,274.15,258.44,281.15,92.0,60,100,0,0,0.9,3.09,0.45,8.2,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-28,274.15,259.15,281.15,92.0,60,100,0,0,0.9,3.1,0.5,8.7,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-29,274.05,260.15,280.31,92.0,59,100,0,0,0.9,3.1,0.5,10.3,276.3206666666666,92.63333333333334,0.0,light,light,Moderate Breeze
2022-11-30,273.44,259.44,278.15,92.0,59,100,0,0,3.0,2.77,1.0,11.8,276.3206666666666,92.63333333333334,0.0,medium,light,Fresh Breeze
2022-12-01,273.15,265.08,277.24,89.5,54,100,0,0,3.0,3.6,0.5,10.8,273.7777419354839,91.98387096774194,0.0,medium,light,Fresh Breeze
2022-12-02,272.7,262.91,277.15,86.0,58,100,0,0,0.9,3.55,0.5,7.7,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-03,273.07,260.54,280.15,91.0,63,100,0,0,0.3,3.43,0.0,7.2,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-04,273.71,257.15,280.15,93.0,63,100,0,0,3.0,2.6,0.0,10.3,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-05,275.09,254.44,281.15,87.0,63,100,0,0,3.0,3.6,0.5,10.3,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-06,273.15,254.44,283.15,93.0,63,100,0,0,3.0,3.1,0.0,9.3,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-07,274.1,251.44,280.15,92.0,63,100,0,0,0.9,4.1,0.0,12.3,273.7777419354839,91.98387096774194,0.0,light,light,Fresh Breeze
2022-12-08,274.15,252.44,279.5,92.0,63,100,0,0,0.9,3.1,0.0,8.2,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-09,274.15,262.44,280.15,92.0,63,100,0,0,0.9,3.26,0.5,9.8,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-10,272.34,260.15,281.15,92.0,63,100,0,0,3.0,3.6,0.0,8.7,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-11,273.15,259.15,279.65,92.0,63,100,0,0,3.0,3.6,0.5,8.7,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-12,273.15,258.15,281.15,93.0,52,100,0,0,0.9,3.53,0.5,15.9,273.7777419354839,91.98387096774194,0.0,light,light,Strong Breeze
2022-12-13,273.11,260.44,280.15,92.0,52,100,0,0,0.3,3.09,0.5,15.4,273.7777419354839,91.98387096774194,0.0,light,light,Strong Breeze
2022-12-14,272.15,261.54,277.36,92.0,68,100,0,0,0.9,3.1,0.5,6.2,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-15,274.15,259.91,278.79,93.0,74,100,0,0,3.0,3.6,0.0,6.82,273.7777419354839,91.98387096774194,0.0,medium,light,Gentle Breeze
2022-12-16,274.88,260.47,279.26,92.0,48,100,0,0,3.0,3.6,0.0,8.7,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-17,273.15,264.62,279.21,93.0,63,100,0,0,0.9,2.6,0.5,8.7,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-18,274.51,270.15,280.23,96.0,80,100,0,0,3.0,3.1,0.5,8.23,273.7777419354839,91.98387096774194,0.0,medium,light,Moderate Breeze
2022-12-19,274.24,267.15,280.15,93.0,49,100,0,0,0.3,3.1,0.5,6.7,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-20,275.79,262.94,283.15,93.0,46,100,0,0,0.9,3.6,0.51,7.7,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-21,275.69,257.66,281.15,93.0,73,100,0,0,0.9,4.1,1.0,7.7,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-22,276.02,256.75,279.29,92.0,63,100,0,0,0.9,4.1,0.51,8.7,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-23,274.21,259.15,280.15,92.0,63,100,0,0,0.9,3.64,0.5,8.23,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-24,272.82,256.15,279.65,92.0,63,100,0,0,0.9,3.09,0.5,7.7,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-25,273.15,258.73,280.19,92.0,63,100,0,0,0.9,3.1,0.0,9.8,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-26,272.15,255.74,279.21,90.0,43,100,0,0,0.9,3.49,0.5,15.4,273.7777419354839,91.98387096774194,0.0,light,light,Strong Breeze
2022-12-27,273.06,259.46,278.46,93.0,54,100,0,0,0.9,2.72,0.0,8.74,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-28,272.23,257.58,278.8,93.0,31,100,0,0,0.9,2.6,0.5,8.2,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-29,273.88,256.46,277.92,93.0,63,100,0,0,0.9,3.52,0.5,8.2,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
2022-12-30,274.86,267.65,279.7,93.0,63,100,0,0,0.9,3.6,0.5,7.7,273.7777419354839,91.98387096774194,0.0,light,light,Gentle Breeze
2022-12-31,275.15,269.15,280.15,92.0,63,100,0,0,0.9,3.6,0.0,8.23,273.7777419354839,91.98387096774194,0.0,light,light,Moderate Breeze
